Title,Link,Description
"나주시, '기후변화주간' 맞아 전국 지자체 유일하게 환경부장관상 수상",http://www.newsmaker.or.kr/news/articleView.html?idxno=163654,유일하게 환경부장관상을 수상하는 영예를 안았다. 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의 날'을... 
“40년 쌓아온 환경 기술·정책 역량으로 해외 진출 교두보 역할 할 것”,https://n.news.naver.com/mnews/article/023/0003901183?sid=102,"전통적 환경 분야부터 탄소 중립, 순환 경제까지 환경과 관련한 모든 이슈를 포괄하고 있다”고 했다. 지역별... -환경부에 이어 중책을 맡았는데. 환경공단 업무는 무엇이 다른가. “환경부의 역할이 환경 정책의 프레임을... "
"서울특별시 환경보건센터, &quot;우리의 힘, 우리의 지구&quot; 지구의 날 행사 참...",https://www.lecturernews.com/news/articleView.html?idxno=176734,"어린이부터 어르신까지 다양한 세대가 함께한 행사장은 하루 종일 활기로 가득했으며, 일상 속 탄소중립... 서울특별시 환경보건센터는 2022년 3월, 환경부와 서울시로부터 지정된 권역형 환경보건센터로, 서울대학교... "
기후변화 리더십 아카데미 24기 '대만 견학',https://www.energy-news.co.kr/news/articleView.html?idxno=213025,"(彭啓明) 환경부 장관의 환영을 받았다. 펑 장관은 대만의 2050 탄소중립 목표와 이를 실현하기 위한 정책 전략, 산업계 감축 이행 체계에 대해 설명하며 양국 간 협력을 강조했다. 이어진 정책 토론에서는 기후정책... "
"충북 환경교육센터와우, 문화예술전시 '꽃피운다'",https://www.ccreview.co.kr/news/articleView.html?idxno=329189,"이에 따라서 탄소중립학교 교원역량강화, 환경잇슈아카데미 등 다양한 연수를 확대 및 교육과정을... 한편 우리의 환경부는 환경교육을 &quot;지속적인 경제와 사회개발로 더욱 심화되는 환경문제가 산업사회에서 국민의... "
"기후변화센터, 대만서 기후·에너지 전환 우수사례 벤치마킹",https://www.todayenergy.kr/news/articleView.html?idxno=282255,첫 방문지인 대만 환경부에서는 펑치밍(彭啓明) 환경부 장관이 아카데미 참가단을 직접 맞아 &quot;2050 탄소중립 달성을 위한 대만의 정책 로드맵과 산업계의 감축 이행 전략&quot;을 설명하며 &quot;한국과 대만은 산업 전환과 에너지... 
“오늘 반팔 입어야 하나”… 이상기후 속 ‘기후보험’ 본격 개발,https://sateconomy.co.kr/news/view/1065546569694179,개막식에서 탄소중립포인트제에 참여한 기업들이 업무협약을 체결한 후 기념 촬영하고 있다. &lt;사진=환경부... 경기도 모델은 공공이 전액 보험료를 부담하고 피해 발생 시 신속히 보상하는 정책형 보험의 대표 사례로... 
"기후 대응, 대만에서 길을 찾다…한국-대만 '탄소중립 동맹' 시동",http://www.energydaily.co.kr/news/articleView.html?idxno=155390,방문 첫 일정으로 참가자들은 대만 환경정책의 컨트롤타워인 환경부(Ministry of Environment)를 찾아 펑치밍(彭啓明) 환경부 장관과 만났다. 펑 장관은 &quot;2050년 탄소중립 실현을 위한 정책 전략과 산업계 이행 체계를... 
기초지자체도 지역 탄소중립 기본계획 수립 시동,http://www.e2news.com/news/articleView.html?idxno=319132,"아울러 ▶시군구 기본계획 주요 사례 발표 ▶환경부의 탄소중립 정책 방향을 공유하고, 지역 탄소중립 강화를 위한 역할과 협력방안을 논의했다. 업무협약에 참여한 기관들은 지자체가 수립한 기본계획을 차질없이 이행할... "
[오늘(23일)의 경제·산업 주요 일정·행사] '제23회 건설교통신기술의...,http://www.popcornnews.net/news/articleView.html?idxno=78022,"서울) △ 환경부, 출입기자 간담회 (17시, 세종) △ 교육부, 교육부-육아정책연구소-한국과학창의재단... ESG·탄소중립 박람회' 개최 △ HD현대중공업, 집수리 봉사활동 기금 전달 (14시, 울산 동구자원봉사센터)... "
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",http://www.koreareport.co.kr/news/articleView.html?idxno=35389,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
[포토] ‘돌고 도는 에코백’… 환경부 장관도 함께한 동대문구 청량리...,https://www.dailyt.co.kr/newsView/dlt202504220018,"이날 행사에는 김완섭 환경부 장관이 참석해 온실가스 감축 실천 서약판에 손도장을 찍고 탄소중립에 대한... 전환 정책의 핵심 거점으로, 자원순환과 탄소중립 실천을 생활 속에서 실현하는 대표 사례로 주목받고 있다.... "
"[E-로컬뉴스] 함평군, 영광군, 장성군, 담양군, 나주시, 해남군, 완도군...",https://www.ekn.kr/web/view.php?key=20250422026109805,유일하게 환경부장관상을 수상하는 영예를 안았다고 22일 밝혔다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월... 
"“정부의 탄소 감축 카드, 현실성 없다”…온실가스 국제 감축 실적 0.5...",https://futurechosun.com/?p=121753,"의지와 정책 선택”이라고 강조했다. 이날 토론에는 안영환 숙명여대 교수가 좌장을 맡고, 송인준 환경부 기후전략과 서기관, 이상은 산업통상자원부 산업환경과장, 최재용 탄소중립녹색성장위원회 국제감축팀장... "
임이자 의원 “폐기 의류 재고도 자원으로”,http://www.ksmnews.co.kr/news/view.php?idx=536391,"등을 환경부 장관에게 제출토록 하는 내용을 골자로 한다. 이를 통해 정부 차원에서 의류 재고의 흐름을... 일부 브랜드는 브랜드 이미지 유지를 이유로 대규모 재고를 소각해 왔으며, 이는 탄소중립 정책과도 충돌하는... "
"나주시, ‘기후변화주간’ 맞아 환경부장관상 수상 ‘쾌거’",https://www.cnbnews.com/news/article.html?no=721277,2025년 지구의날 기념 탄소중립 실천유공 나주시 환경부장관 기관표창 수상. (사진=나주시) 전국 지자체 유일…다양한 탄소중립 실천 활동과 친환경정책 추진 공로 23일 빛가람동 호수공원에서 시민 참여형 ‘탄소중립... 
"충남 공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",https://www.ccdn.co.kr/news/articleView.html?idxno=1018690,충남 공주시는 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정돼... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어 공주시가 지속 가능한 자원순환과 탄소중립 정책을... 
[공주시 브리핑] 요양병원 민관 합동점검… &quot;시민안전 체감 높인다&quot;,http://www.aflnews.co.kr/news/articleView.html?idxno=294140,자원순환과 탄소중립 정책에서 눈에 띄는 성과를 거뒀다. 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정돼 인증서를 수여받았다고 22일 밝혔다. 이 인증은 폐기물 소각... 
이재명 &quot;사회적 대화로 의대정원 합리화… 공공의대 설립해 필수·지역...,https://n.news.naver.com/mnews/article/014/0005339775?sid=100,또 탄소중립과 미세먼지 문제 해결을 위해 2040년까지 석탄 발전을 폐쇄하고 전기차 보급을 확대하겠다는... 환경부 산하 국가생물다양성위원회의 기능을 강화해 육지와 해양의 생물다양성 보호구역을 단계적으로... 
[충남도 브리핑] '세대통합형 일자리' 카페 별무리 2호점 개점...청년·노...,http://www.aflnews.co.kr/news/articleView.html?idxno=294177,"해당 자전거길은 '충청남도 자전거 이용 활성화 계획'에 따라 친환경 교통수단 확대와 탄소중립 실현을... 이번 사업은 2022년 11월 충남도와 행정안전부, 환경부, 9개 시군이 체결한 '충남 서부권 지방상수도 통합 업무협약... "
"나주시, 탄소중립 선도로 환경부 장관상 수상 '쾌거'",https://www.newscj.com/news/articleView.html?idxno=3261112,"22일 시에 따르면 이번 수상은 시민과 함께 추진해 온 다양한 탄소중립 실천 활동과 친환경 정책의 성과를... 보여주는 사례로 향후 다른 지자체에도 모범이 될 것으로 보인다. 나주,윤병태,기후변화주간,환경부,탄소중립"
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",http://www.newstnt.com/news/articleView.html?idxno=481894,"공주시 생활폐기물 소각시설(사진) 이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정돼... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을 실현해... "
국제감축목표 달성 '빨간불'...감축 실적 구매도 어려워,https://www.esgeconomy.com/news/articleView.html?idxno=10933,"정책당국자들도 &quot;목표 달성 어려운 것 사실&quot; 한편, 이날 간담회에서는 환경부, 산업부, 탄소중립녹색성장위원회(이하 탄녹위) 등 정책당국자들도 국제감축목표 달성이 어렵다고 입을 모았다. 이날 간담회에 참석한... "
"'지구의 날' 금융권, 기후위기에 &quot;ESG 경영 실천&quot;",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065596699925042,"환경부는 어제 손해보험협회, 한국환경연구원, 보험연구원과 함께 ‘기후보험 도입 및 활성화’를 위한... 이승준 보험연구원 연구위원은 “국가가 장기적인 시계 속 탄소중립을 위한 정책적 노력을 기울여야 한다”며... "
"지구와 함께 사는 법, '헬로 지구씨展'을 가다",https://www.korea.kr/news/reporterView.do?newsId=148942083&call_from=naver_news,"청소년 탄소중립 오픈이노베이션 워크숍 : 4월 24일 (롯데월드 및 온라인) ◆ 2025년 기후변화 주간 북콘서트... ☞ 헬로우뮤지움 &lt;헬로, 지구씨&gt; 바로가기 ☞ 환경부 공식 누리집 www.me.go.kr 정책기자단|김영현kdudgus@snu.ac.kr... "
[사설] 청주시 다회용기 사용시책 환영한다,https://www.ccdailynews.com/news/articleView.html?idxno=2338710,"순환 시스템 구축과 함께, 시민이 다회용기를 적극적으로 선택할 수 있도록 정책적 지원 규모도 늘릴 필요가 있다. 환경부의 '탄소중립포인트 녹색생활실천' 제도처럼 다회용기 사용을 실천하는 시민들에게 실질적인... "
"나주시, 탄소중립 노력 인정받아 환경부장관상 수상",http://www.newsprime.co.kr/news/article.html?no=685087,전남 나주시(시장 윤병태)가 2025년 기후변화주간을 맞아 탄소중립 실천 공로로 환경부장관상을 수상했다고 22일 밝혔다. 이는 시민과 함께 추진한 다양한 탄소중립 활동과 친환경 정책의 성과를 인정받은 결과이다.... 
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",https://www.pointdaily.co.kr/news/articleView.html?idxno=243925,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
"[위클리오늘] 나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",http://www.weeklytoday.com/news/articleView.html?idxno=692455,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
[충남24시] 내포-삽교호 36.4㎞ 자전거길 개통...충남 첫 자전거 우선도...,https://n.news.naver.com/mnews/article/586/0000101932?sid=102,"확충해 탄소중립과 건강, 관광을 동시에 실현하는 교통체계를 만들겠다&quot;고 말했다. ◇ 충남도, 전국 최초... 이번 사업은 2022년 11월 체결된 충남도·행정안전부·환경부·9개 시군 간 '충남 서부권 지방상수도 통합... "
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",http://www.newsworker.co.kr/news/articleView.html?idxno=376402,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
"나주시, ‘기후변화주간’ 맞아 환경부장관상 수상 ‘쾌거’",http://www.shinailbo.co.kr/news/articleView.html?idxno=2041775,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 ‘지구의... 
"[은행 &amp; NOW] NH농협은행, 산불 피해에 1800억원 금융지원 등",https://www.ebn.co.kr/news/articleView.html?idxno=1660185,"지자체와 협약을 맺고 1000억원 규모의 소상공인정책자금과 재해기업 긴급경영안정자금 700억원, 소상공인... 올해는 환경부 주관으로 국민들의 기후위기 인식을 제고하고 적극적인 기후행동(탄소중립 생활 실천 및... "
"나주시, '기후변화주간' 맞아 환경부장관상 수상",https://news.bbsi.co.kr/news/articleView.html?idxno=4027126,나주시가 기후변화주간(4월 21일~25일)을 맞아 지구의 날 기념 탄소중립 실천에 기여한 공로로 전국 지자체 중 유일하게 환경부장관상을 수상했습니다. 나주시는 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책... 
[오늘의 금융가소식] 우리금융그룹 外,https://www.betanews.net/article/view/beta202504220081,올해는 환경부 주관으로 국민들의 기후위기 인식을 제고하고 적극적인 기후행동(탄소중립 생활 실천 및... 카카오뱅크와 코인원은 법인의 가상자산 시장 참여와 관련한 정책 변화에 발맞춰 양사 간 협력을 지속해... 
"탄소중립 앞장 나주시, 환경부장관상 수상 영예",https://www.polinews.co.kr/news/articleView.html?idxno=690816,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
"경북도, 지구의 날 '소등 행사' 추진",http://www.sisafocus.co.kr/news/articleView.html?idxno=337812,"탄소중립·녹색성장 기본계획' 2024년 추진 실적, '기후위기 적응대책' 이행 성과, '경상북도 산업단지 온실가스 감축 지원계획' 등 3건의 안건을 심의·의결했다. 이를 통해 경북도는 기후변화 대응을 위한 정책적 기반을... "
"[E-로컬뉴스] 충남도의회, 충남도, 세종시의회 소식",https://www.ekn.kr/web/view.php?key=20250422027179854,"반영한 정책 제안을 통해 탄소중립 실현을 선도해 나갈 방침이라고 밝혔다. 충남=에너지경제신문 김은지... 이번 사업은 2022년 11월 충남도와 행정안전부, 환경부, 그리고 해당 시군이 공동으로 체결한 '충남 서부권... "
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",https://daily.hankooki.com/news/articleView.html?idxno=1207527,유일하게 환경부장관상을 수상하는 영예를 안았다고 22일 전했다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월... 
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",http://www.bzeronews.com/news/articleView.html?idxno=708327,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
"제주도, 바이오가스 기반 청정수소 생산시설 구축 착수",https://www.mtnews.net/news/articleView.html?idxno=21558,"수송부문 탄소중립 실현 등 다양한 부문에서 긍정적인 파급효과를 거둘 전망이다. 강애숙 제주도 기후환경국장은 &quot;환경부, 한국환경공단과의 긴밀한 협력으로 폐기물의 에너지화와 지역자립형 에너지 생산 기반을... "
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",http://www.siminsori.com/news/articleView.html?idxno=288956,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의 날... 
"임이자 의원, 의류 재고 관리 의무화 법안 발의…자원순환 체계 구축 추...",https://www.kyongbuk.co.kr/news/articleView.html?idxno=4038796,발생량·순환이용량·소각량·관리계획을 환경부 장관에게 제출하도록 규정했다. 이는 정부가 의류 재고... 일부 상표의 판매되지 않은 의류를 대규모로 소각하는 등 탄소 중립 정책과 상충하는 행위로 비판받아 왔지만... 
"&quot;제주 강정항, 16만 톤급 월드와이드 크루즈 '앤썸 오브 더 씨즈' 첫 입...",https://www.newsfreezone.co.kr/news/articleView.html?idxno=622197,"협약식은 22일 코레일 광명역 회의실에서 환경부 오일영 대기환경정책관, 제주도 강애숙 기후환경국장... 생산과 탄소중립 실현에 기여할 것으로 보인다. ◆'청년마을' 공모사업 첫 선정, 제철 식재료 탐구 프로젝트... "
"나주시, '기후변화주간' 맞아 환경부장관상 수상 '쾌거'",https://www.dailysportshankook.co.kr/news/articleView.html?idxno=403851,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 '지구의... 
"나주시, ‘기후변화주간’ 맞아 환경부장관상 수상 ‘쾌거’",https://www.viva100.com/article/20250422501359,유일하게 환경부장관상을 수상하는 영예를 안았다. 이번 수상은 나주시가 시민과 함께 다양한 탄소중립 실천 활동과 친환경 정책 추진의 성과를 대외적으로 인정받은 결과이다. 기후 변화 주간은 매년 4월 22일 ‘지구의... 
"과천시 김미정 징수팀장, 환경부 탄소중립 실천 캘리그림 공모전 ‘대상...",http://www.breaknews.com/1111362,환경부는 탄소중립 실천 메시지를 담은 콘텐츠를 통해 일상에서 국민의 자발적인... 속 탄소중립 실천 문화를 확산시키기 위한 정책과 캠페인을 지속 추진해... 
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",http://www.bzeronews.com/news/articleView.html?idxno=708293,"공주시(시장 최원철)는 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을... "
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",https://www.ggilbo.com/news/articleView.html?idxno=1086093,"공주시 제공 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을 실현해... "
"환경부·제주도·한국환경공단, '청정수소 생산사업' 맞손",https://www.s-journal.co.kr/news/articleView.html?idxno=28889,오일영 환경부 대기환경정책관은 &quot;제주도의 청정수소 생산은 수소차 보급 확대와 탄소중립 실현에 크게 이바지할 것&quot;이라며 &quot;지속적인 수소 기반 사업 확대를 통해 수송 부문 탄소중립 및 지역 자립형 수소 생태계... 
"제주, 음식물쓰레기 바이오가스 활용해 '청정 수소' 만든다",http://www.headlinejeju.co.kr/news/articleView.html?idxno=567879,"수송부문 탄소중립 실현 등 다양한 부문에서 긍정적인 파급효과가 기대된다. 강애숙 제주도 기후환경국장은 &quot;환경부, 한국환경공단과의 긴밀한 협력으로 폐기물의 에너지화와 지역자립형 에너지 생산 기반을 마련해... "
이재명 ‘재판 부재’ 중 공약 발표..의대증원 합의-석탄발전 폐쇄,https://n.news.naver.com/mnews/article/014/0005339545?sid=100,또 탄소중립과 미세먼지 문제 해결을 위해 2040년까지 석탄 발전을 폐쇄하고 전기차 보급을 확대하겠다는... 환경부 산하 국가생물다양성위원회의 기능을 강화해 육지와 해양의 생물다양성 보호구역을 단계적으로... 
"[금융 이모저모] 신한금융, 日 BESS 구축사업 참여... 국내 금융사 최초...",https://www.greened.kr/news/articleView.html?idxno=325849,올해는 환경부 주관으로 국민들의 기후위기 인식을 제고하고 탄소중립 생활 실천 등 적극적인 기후행동을... 이에 따라 농협은행은 지자체와 협약을 맺고 1000억원 규모의 소상공인정책자금과 재해기업... 
탄소를 파는 시대···농업도 탄소 배출 시장 눈떠야,http://www.newsfarm.co.kr/news/articleView.html?idxno=98015,"대응과 탄소중립 흐름 속에서, 감축 실적을 '자산화'하려는 움직임이 활발하게 감지되고 있지만 아직 제도와 현장의 간극은 큰 편이다. 박용철 환경부 온실가스종합정보센터 정보관리팀 연구사는 &quot;배출권거래제는... "
경북 온실가스 감축 '순항' …2024년 목표 174.93% 초과 달성,https://www.idaegu.com/news/articleView.html?idxno=635409,"43%로 친환경 교통 정책 성과를 확인했다. 농축산 부문은 229.97%로 저탄소 농업기술 보급과 스마트팜... 다음달 환경부에 제출된 후, 대통령직속 탄소중립녹색성장위원회에서 최종 확정된다. 2018년 기준 경북의... "
"공주시 생활폐기물 소각시설, 전국에서 '최상위' 인증",https://www.goodmorningcc.com/news/articleView.html?idxno=419818,"시는 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정돼 인증서를... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 시가 지속가능한 자원순환과 탄소중립 정책을 실현해... "
제주도 하루 500kg 청정수소 생산시설 본격 구축,https://www.gukjenews.com/news/articleView.html?idxno=3256643,"이날 협약식에는 환경부 오일영 대기환경정책관, 제주도 강애숙 기후환경국장, 한국환경공단 이준석... 생산, 수송부문 탄소중립 실현 등 다양한 부문에서 긍정적인 파급효과를 거둘 전망이다. 민영뉴스통신사 국제뉴스"
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=825158,"공주시 생활폐기물 소각시설 전경 충남 공주시는 공주시 생활폐기물 소각시설이 환경부로부터 '2024년... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을... "
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",https://daily.hankooki.com/news/articleView.html?idxno=1207353,공주시(시장 최원철)는 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어 공주시가 지속가능한 자원순환과 탄소중립 정책을... 
"제주특별자치도, 바이오가스 활용 청정수소 생산시설 구축 본격",https://n.news.naver.com/mnews/article/008/0005184030?sid=102,"협약식에는 오일영 환경부 대기환경정책관, 강애숙 제주도 기후환경국장, 이준석 한국환경공단... 수송부문 탄소중립 실현 등 다양한 부문에서 긍정적인 파급효과도 기대한다. 강 기후환경국장은 &quot;환경부... "
"강남구, 전기차·전기이륜차 구매자에 최대 100만 원 지원…친환경차 보...",https://www.job-post.co.kr/news/articleView.html?idxno=143777,이번 사업은 환경부와 서울시의 보조금 외에 강남구가 자체 예산을 추가로 지원하는 방식으로 운영된다.... 보조금 정책을 확대했다&quot;며 &quot;앞으로도 친환경차 보급을 지속적으로 확대해 탄소중립과 쾌적한 도시환경 조성에... 
"공주시, 환경부 '에너지 회수 효율 인증기관' 선정",https://n.news.naver.com/mnews/article/003/0013198109?sid=102,충남 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정됐다. 22일... 최원철 공주시장은 &quot;인증은 단순한 기술적 성과를 넘어 공주시가 지속가능한 자원순환과 탄소중립 정책을... 
"제주, 2027년부터 바이오가스로 수소 생산 본격화",https://www.newsjeju.net/news/articleView.html?idxno=409787,"폐기물의 에너지화, 지역 자립형 에너지 생산, 수송부문 탄소중립 실현 등 다양한 부문에서 긍정적인 파급효과를 거두리라 기대하고 있다. 강애숙 기후환경국장은 &quot;환경부, 한국환경공단과의 긴밀한 협력으로 폐기물의... "
"폐기되는 의류, 이제는 자원으로 활용한다",https://www.kbmaeil.com/article/20250422500218,"등을 환경부 장관에게 제출토록 하는 내용을 골자로 한다. 이를 통해 정부 차원에서 의류 재고의 흐름을... 일부 브랜드는 브랜드 이미지 유지를 이유로 대규모 재고를 소각해 왔으며, 이는 탄소중립 정책과도 충돌하는... "
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",http://www.ccnnews.co.kr/news/articleView.html?idxno=369424,"소각시설 전경 충남 공주시(시장 최원철)는 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을... "
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",https://www.jbnews.com/news/articleView.html?idxno=1473947,［중부매일 이병인 기자］ 공주시(시장 최원철)는 22일 공주시 생활폐기물 소각시설이 환경부로부터 '2024년... 자원순환과 탄소중립 정책을 실현해 나가는 데 중요한 기반이 될 것&quot;이라며 &quot;미래세대를 위한 책임 있는... 
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",https://n.news.naver.com/mnews/article/629/0000383937?sid=102,"에너지회수효율 76% 기록, 전국 소각시설 중 최상위 충남 공주시는 시 생활폐기물 소각시설이 환경부로부터... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을... "
"환경부, '2025 기후변화주간' 운영...공공기관 등 22일 밤 10분 소등",https://www.todayenergy.kr/news/articleView.html?idxno=282195,"'탄소중립포인트제' 확대를 위한 민간 참여도 이어진다. 환경부는 롯데지알에스, 파리크라상, SSG닷컴... 이번 기후변화주간엔 산업계 적응 간담회, 지자체 토론회 등 실질적인 정책 논의도 함께 진행되며, 전국... "
"임이자 의원, '순환경제사회 전환 촉진법 일부개정법률안' 대표발의",http://www.kbsm.net/news/view.php?idx=472343,등을 환경부 장관에게 제출하도록 하는 내용을 골자로 한다. 이를 통해 정부 차원에서 의류 재고의 흐름을... 일부 브랜드는 브랜드 이미지 유지를 이유로 대규모 재고를 소각해 왔으며 이는 탄소중립 정책과도 충돌하는... 
"공주시, '생활폐기물 소각시설' 에너지회수효율 인증기관 선정",https://www.ccdailynews.com/news/articleView.html?idxno=2338528,"충남 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정돼 인증서를... 시 관계자는 &quot;이번 인증은 단순한 기술적 성과를 넘어, 공주시가 지속가능한 자원순환과 탄소중립 정책을... "
공주시 생활폐기물 소각시설 '에너지 회수 효율 인증기관' 선정,https://n.news.naver.com/mnews/article/277/0005581606?sid=102,충남 공주시 생활폐기물 소각시설이 환경부로부터 '2024년 에너지 회수 효율 인증기관'으로 선정돼 친환경... 최원철 시장은 &quot;이번 인증은 단순한 기술적 성과를 넘어 공주시가 지속가능한 자원순환과 탄소중립 정책을... 
"임이자 의원, &quot;의류 재고도 자원&quot;… 순환경제 촉진법 개정 추진",https://news.bbsi.co.kr/news/articleView.html?idxno=4027012,"환경부 장관에게 제출하도록 의무화하는 내용을 담고 있습니다. 최근 패스트패션 확산으로 재고 의류가 급증하고 있으며, 일부 브랜드는 브랜드 이미지 유지를 이유로 대규모 재고를 소각해 왔습니다. 이는 탄소중립 정책... "
"김재옥 기자 &quot;청주, 전국 첫 다회용기 세척센터 가동&quot;",https://news.bbsi.co.kr/news/articleView.html?idxno=4027011,"또 순환 시스템 구축과 함께, 시민이 다회용기를 적극 선택할 수 있도록 정책적 지원도 확대할 필요가 있습니다. 환경부의 '탄소중립포인트 녹색생활실천' 제도처럼, 다회용기 사용을 실천하는 시민들에게 실질적인... "
"안 입던 청바지, 지구 살리는 나만의 소품으로 변신",https://www.korea.kr/news/reporterView.do?newsId=148941972&call_from=naver_news,"마지막으로 기후 위기와 관련하여 국민이 숙지하고 실천하거나, 참여하면 좋을 캠페인이나 정책이 있다면 알려주시면 감사하겠습니다. A. 환경부에서는 기후위기에 대응하고 탄소중립을 실현하기 위하여 대국민 인식... "
